trial_id,km,ambiente_seca,ambiente_umida,ct,fc,ibutg,interna,interna_pele,pacing,pele,pse,st,tpeito,umidade_absoluta,umidade_relativa,velocidade,vento
40,4,33.40,23.00,1.00,143.00,26.12,37.47,2.06,5.68,35.41,13.00,2.00,35.00,0.02,40.00,10.56,4.68
40,5,33.15,23.05,1.00,145.00,26.08,37.63,2.69,5.67,34.94,14.00,2.00,34.60,0.02,55.00,10.59,4.50
40,6,32.90,23.10,1.00,147.00,26.04,37.75,2.62,5.63,35.13,14.00,2.00,34.40,0.02,42.00,10.65,5.04
40,7,32.90,23.30,1.00,151.00,26.18,37.89,2.57,5.48,35.32,15.00,2.00,34.80,0.02,57.00,10.94,5.22
40,8,32.90,23.50,1.00,156.00,26.32,37.99,2.61,5.37,35.38,15.00,3.00,34.80,0.02,45.00,11.18,4.68
40,9,32.95,23.60,3.00,161.00,26.41,38.18,2.40,5.24,35.78,16.00,3.00,36.20,0.02,55.00,11.46,4.68
40,10,33.00,23.70,3.00,169.00,26.49,38.33,2.71,4.83,35.62,17.00,4.00,35.00,0.02,45.00,12.41,4.68
41,1,32.95,20.55,0.00,147.00,24.27,36.99,3.44,4.80,33.55,14.00,1.00,33.60,0.02,55.00,12.50,4.14
41,2,33.20,21.50,0.00,151.00,25.01,37.06,3.43,4.82,33.63,14.00,1.00,33.40,0.01,33.00,12.46,4.68
41,3,33.05,22.10,1.00,148.00,25.39,37.26,3.35,4.83,33.91,14.00,1.00,34.00,0.02,57.00,12.41,5.04
41,4,32.90,22.70,1.00,151.00,25.76,37.50,3.35,4.83,34.15,14.00,1.00,34.20,0.02,42.00,12.41,3.96
41,5,32.90,23.05,1.00,157.00,26.01,37.76,5.23,4.83,32.53,14.00,2.00,31.40,0.02,55.00,12.41,3.60
41,6,32.90,23.40,1.00,159.00,26.25,37.94,3.72,4.93,34.22,14.00,2.00,34.60,0.02,45.00,12.16,4.68
41,7,32.95,23.70,1.00,158.00,26.48,38.10,3.86,5.00,34.24,14.00,2.00,34.60,0.02,57.00,12.00,4.68
41,8,33.00,24.00,1.00,160.00,26.70,38.31,3.71,4.98,34.60,14.00,2.00,34.40,0.02,47.00,12.04,4.68
41,9,33.05,24.25,1.00,169.00,26.89,38.57,4.33,5.00,34.24,14.00,2.00,35.40,0.02,55.00,12.00,4.68
41,10,33.10,24.50,1.00,167.00,27.08,38.86,4.59,5.03,34.27,15.00,2.00,34.60,0.02,50.00,11.92,4.68
42,1,32.85,20.20,0.00,138.00,24.00,36.09,1.87,4.87,34.22,9.00,1.00,34.20,0.02,55.00,12.33,5.58
42,2,33.00,21.20,0.00,147.00,24.74,36.38,1.86,4.83,34.52,10.00,1.00,34.60,0.01,33.00,12.41,5.04
42,3,33.15,21.90,0.00,151.00,25.28,36.65,1.43,4.82,35.22,10.00,2.00,34.80,0.02,57.00,12.46,5.22
42,4,33.30,22.60,0.00,153.00,25.81,36.95,1.42,4.83,35.53,11.00,2.00,34.80,0.01,36.00,12.41,4.68
42,5,33.30,22.75,1.00,157.00,25.92,37.31,1.85,4.82,35.46,12.00,3.00,35.00,0.02,55.00,12.46,4.50
42,6,33.30,22.90,2.00,162.00,26.02,37.65,1.57,4.83,36.08,14.00,4.00,35.40,0.02,40.00,12.41,5.04
42,7,33.15,23.15,3.00,166.00,26.15,37.97,2.11,4.82,35.86,15.00,4.00,35.40,0.02,57.00,12.46,5.04
42,8,33.00,23.40,4.00,170.00,26.28,38.34,2.18,5.00,36.16,16.00,5.00,35.60,0.02,45.00,12.00,5.04
42,9,32.70,23.30,5.00,173.00,26.12,38.79,2.92,5.00,35.87,17.00,6.00,35.20,0.02,55.00,12.00,5.04
42,10,32.40,23.20,5.00,187.00,25.96,39.13,3.37,4.85,35.76,18.00,6.00,34.80,0.02,45.00,12.38,5.04
43,1,33.25,20.00,1.00,116.00,23.98,36.16,1.80,5.38,34.36,7.00,2.00,34.80,0.02,55.00,11.15,4.86
43,2,33.00,20.40,2.00,127.00,24.18,36.24,2.77,4.98,33.47,9.00,4.00,33.40,0.01,31.00,12.04,4.32
43,3,33.15,21.20,3.00,132.00,24.79,36.73,3.46,4.83,33.27,11.00,4.00,33.40,0.02,57.00,12.41,3.96
43,4,33.30,22.00,4.00,137.00,25.39,37.10,3.58,4.50,33.52,13.00,5.00,33.20,0.01,36.00,13.33,5.04
43,5,33.10,22.20,4.00,142.00,25.47,37.42,4.12,4.52,33.30,15.00,6.00,34.20,0.02,55.00,13.28,5.22
43,6,32.90,22.40,4.00,145.00,25.55,37.65,4.28,4.52,33.37,15.00,6.00,32.80,0.01,40.00,13.28,4.68
43,7,32.95,22.70,5.00,145.00,25.78,37.81,4.44,4.47,33.37,16.00,7.00,32.20,0.02,57.00,13.43,4.50
43,8,33.00,23.00,5.00,150.00,26.00,38.22,4.79,4.50,33.43,17.00,7.00,32.40,0.02,42.00,13.33,5.04
43,9,33.00,23.20,5.00,158.00,26.14,38.31,5.30,4.65,33.01,17.00,7.00,32.60,0.02,55.00,12.90,5.40
43,10,33.00,23.40,5.00,162.00,26.28,38.74,6.08,4.17,32.66,17.00,7.00,32.20,0.02,45.00,14.40,4.32
44,1,33.35,21.20,1.00,142.00,24.85,36.97,3.06,5.63,33.91,10.00,2.00,33.80,0.02,55.00,10.65,5.58
44,2,33.40,21.90,1.00,145.00,25.35,37.34,4.21,5.81,33.13,13.00,3.00,33.40,0.01,36.00,10.32,5.04
44,3,33.20,22.30,1.00,143.00,25.57,37.64,4.15,5.81,33.49,12.00,2.00,33.20,0.02,57.00,10.32,5.04
44,4,33.00,22.70,1.00,150.00,25.79,37.94,4.98,5.83,32.96,12.00,2.00,33.20,0.01,40.00,10.29,5.04
44,5,33.00,23.25,1.00,154.00,26.18,38.18,4.40,5.83,33.78,13.00,2.00,34.00,0.02,55.00,10.29,5.04
44,6,33.00,23.80,1.00,155.00,26.56,38.42,5.10,5.81,33.32,14.00,4.00,33.20,0.02,47.00,10.32,5.04
44,7,33.05,24.20,2.00,166.00,26.86,38.59,4.71,5.67,33.88,14.00,4.00,34.00,0.02,57.00,10.59,5.04
44,8,33.10,24.60,2.00,168.00,27.15,38.74,4.78,5.50,33.96,16.00,4.00,33.60,0.02,50.00,10.91,5.04
44,9,33.15,24.70,1.00,168.00,27.24,38.88,4.85,5.50,34.03,17.00,4.00,34.20,0.02,55.00,10.91,5.22
44,10,33.20,24.80,1.00,178.00,27.32,39.01,5.14,5.02,33.87,18.00,4.00,34.60,0.02,50.00,11.96,4.68
45,1,33.20,21.00,2.00,169.00,24.66,37.10,1.56,4.75,35.54,9.00,4.00,35.80,0.02,55.00,12.63,5.22
45,2,33.10,21.70,4.00,172.00,25.12,37.50,1.33,4.65,36.17,12.00,5.00,36.60,0.01,36.00,12.90,4.68
45,3,33.20,22.10,4.00,177.00,25.43,37.80,2.11,4.67,35.69,15.00,6.00,35.60,0.02,57.00,12.86,4.50
45,4,33.30,22.50,5.00,178.00,25.74,38.20,2.83,5.02,35.37,16.00,6.00,35.20,0.01,36.00,11.96,5.04
45,5,33.20,22.90,5.00,170.00,25.99,38.61,3.19,5.20,35.42,16.00,6.00,35.60,0.02,55.00,11.54,5.22
45,6,33.10,23.30,5.00,168.00,26.24,38.91,3.39,5.50,35.52,15.00,6.00,35.60,0.02,42.00,10.91,4.68
45,7,33.15,23.65,5.00,167.00,26.50,39.16,3.42,5.48,35.74,16.00,7.00,35.60,0.02,57.00,10.94,4.50
45,8,33.20,24.00,6.00,160.00,26.76,39.34,3.37,5.83,35.97,17.00,7.00,36.00,0.02,45.00,10.29,5.04
45,9,33.20,24.10,6.00,163.00,26.83,39.50,3.75,5.81,35.75,18.00,7.00,35.60,0.02,55.00,10.32,5.04
45,10,33.20,24.20,6.00,161.00,26.90,39.59,3.65,5.55,35.94,19.00,7.00,36.00,0.02,45.00,10.81,5.04
46,1,33.45,20.15,0.00,142.00,24.14,36.33,1.95,4.27,34.38,8.00,1.00,34.00,0.02,55.00,14.06,6.30
46,2,33.20,20.60,1.00,151.00,24.38,36.45,3.51,4.17,32.94,9.00,1.00,31.40,0.01,31.00,14.40,4.68
46,3,33.30,21.25,1.00,156.00,24.87,36.74,2.86,4.05,33.88,10.00,2.00,32.60,0.02,57.00,14.81,4.68
46,4,33.40,21.90,2.00,158.00,25.35,37.09,2.77,4.00,34.32,11.00,3.00,33.20,0.01,36.00,15.00,4.68
46,5,33.25,22.30,2.00,163.00,25.59,37.50,2.91,4.00,34.59,12.00,3.00,33.60,0.02,55.00,15.00,4.68
46,6,33.10,22.70,3.00,170.00,25.82,37.88,3.45,3.98,34.43,12.00,3.00,33.60,0.01,40.00,15.06,4.68
46,7,33.05,23.00,3.00,172.00,26.02,38.51,4.03,4.00,34.48,13.00,3.00,33.80,0.02,57.00,15.00,4.68
46,8,33.00,23.30,3.00,174.00,26.21,38.85,4.37,4.03,34.48,15.00,3.00,33.80,0.02,42.00,14.88,4.68
46,9,33.05,23.50,4.00,178.00,26.37,39.61,4.90,3.95,34.71,15.00,4.00,34.20,0.02,55.00,15.19,4.86
46,10,33.10,23.70,4.00,184.00,26.52,39.66,5.10,3.80,34.56,16.00,4.00,35.20,0.02,45.00,15.79,4.32
47,1,33.20,20.00,0.00,139.00,23.96,37.23,2.61,4.63,34.62,14.00,3.00,34.60,0.02,55.00,12.95,5.40
47,2,32.90,20.90,3.00,142.00,24.50,37.52,2.63,4.48,34.89,14.00,3.00,34.80,0.01,33.00,13.38,4.32
47,3,32.95,21.30,3.00,148.00,24.80,37.81,3.05,4.50,34.76,14.00,3.00,34.40,0.02,57.00,13.33,3.96
47,4,33.00,21.70,3.00,155.00,25.09,38.11,3.04,4.48,35.07,15.00,3.00,34.60,0.01,36.00,13.38,5.04
47,5,33.00,21.95,4.00,151.00,25.27,38.38,3.43,4.48,34.95,16.00,5.00,34.40,0.02,55.00,13.38,5.04
47,6,33.00,22.20,4.00,155.00,25.44,38.67,3.50,4.48,35.17,17.00,5.00,34.60,0.01,38.00,13.38,5.04
47,7,33.10,22.55,4.00,161.00,25.72,38.91,3.36,4.50,35.55,17.00,5.00,34.40,0.02,57.00,13.33,5.04
47,8,33.20,22.90,4.00,166.00,25.99,39.16,3.58,4.32,35.58,18.00,6.00,34.80,0.01,40.00,13.90,5.04
47,9,33.20,23.10,5.00,168.00,26.13,39.38,3.47,4.32,35.91,19.00,6.00,35.60,0.02,55.00,13.90,4.86
47,10,33.20,23.30,5.00,174.00,26.27,39.58,3.56,4.32,36.02,19.00,6.00,35.80,0.02,42.00,13.90,5.40
48,1,33.60,21.20,0.00,144.00,24.92,37.02,2.10,5.98,34.92,6.00,2.00,35.20,0.02,55.00,10.03,6.12
48,2,33.40,22.00,0.00,147.00,25.42,37.34,2.36,6.00,34.98,9.00,2.00,35.20,0.01,36.00,10.00,5.04
48,3,33.20,22.35,0.00,155.00,25.61,37.69,2.43,5.98,35.26,9.00,4.00,35.40,0.02,57.00,10.03,5.04
48,4,33.00,22.70,0.00,154.00,25.79,37.98,3.18,6.00,34.80,9.00,2.00,34.60,0.01,40.00,10.00,5.04
48,5,33.00,23.00,0.00,162.00,26.00,38.23,3.34,5.81,34.89,10.00,2.00,34.80,0.02,55.00,10.32,5.22
48,6,33.00,23.30,0.00,171.00,26.21,38.51,3.43,5.65,35.08,10.00,2.00,34.80,0.02,42.00,10.62,4.68
48,7,32.95,23.55,0.00,174.00,26.37,38.77,3.66,5.67,35.11,13.00,2.00,34.60,0.02,57.00,10.59,4.68
48,8,32.90,23.80,0.00,179.00,26.53,38.99,3.57,5.31,35.42,13.00,4.00,35.60,0.02,47.00,11.29,4.68
48,9,33.00,23.85,0.00,185.00,26.60,39.19,3.78,5.33,35.41,14.00,4.00,35.20,0.02,55.00,11.25,4.32
48,10,33.10,23.90,0.00,190.00,26.66,39.39,3.62,4.92,35.77,15.00,4.00,35.80,0.02,47.00,12.20,5.40
49,1,33.00,25.35,0.00,127.00,27.65,36.96,3.14,5.80,33.82,10.00,1.00,34.40,0.02,55.00,10.34,4.68
49,2,33.00,25.30,0.00,122.00,27.61,37.14,2.68,5.70,34.46,11.00,1.00,34.40,0.02,55.00,10.53,5.76
49,3,33.05,25.45,1.00,132.00,27.73,37.26,2.25,5.80,35.01,13.00,2.00,34.60,0.02,57.00,10.34,5.76
49,4,33.10,25.60,2.00,134.00,27.85,37.77,2.86,5.79,34.91,14.00,2.00,34.40,0.02,55.00,10.37,5.76
49,5,33.15,25.65,2.00,134.00,27.90,38.27,3.15,5.65,35.12,14.00,2.00,34.60,0.02,55.00,10.62,6.12
49,6,33.20,25.70,2.00,143.00,27.95,38.37,3.19,5.48,35.18,15.00,3.00,34.60,0.02,55.00,10.94,5.04
49,7,33.20,25.75,2.00,146.00,27.99,38.61,3.29,5.58,35.32,15.00,3.00,34.80,0.02,57.00,10.75,5.04
49,8,33.20,25.80,2.00,148.00,28.02,38.75,3.43,5.65,35.32,16.00,4.00,34.80,0.02,55.00,10.62,5.04
49,9,33.30,25.65,3.00,159.00,27.95,38.89,3.46,5.31,35.43,17.00,4.00,34.80,0.02,55.00,11.29,5.04
49,10,33.40,25.50,3.00,162.00,27.87,38.96,3.27,5.10,35.69,18.00,4.00,35.20,0.02,55.00,11.76,5.04
50,1,32.45,24.80,0.00,146.00,27.10,36.64,2.26,4.88,34.38,14.00,0.00,34.50,0.02,55.00,12.29,4.50
50,2,32.60,24.60,1.00,149.00,27.00,36.78,2.77,4.80,34.01,14.00,1.00,33.70,0.02,52.00,12.50,5.04
50,3,32.70,24.75,1.00,153.00,27.14,37.04,2.59,4.83,34.45,14.00,1.00,34.30,0.02,57.00,12.41,5.04
50,4,32.80,24.90,1.00,158.00,27.27,37.31,2.67,4.82,34.64,14.00,1.00,34.60,0.02,52.00,12.46,5.04
50,5,32.85,25.00,1.00,158.00,27.36,37.57,3.05,4.83,34.53,15.00,1.00,34.50,0.02,55.00,12.41,5.22
50,6,32.90,25.10,1.00,158.00,27.44,37.83,3.57,4.83,34.26,15.00,2.00,34.40,0.02,52.00,12.41,4.68
50,7,32.95,25.25,1.00,160.00,27.56,38.03,3.47,4.83,34.56,15.00,2.00,34.90,0.02,57.00,12.41,4.50
50,8,33.00,25.40,1.00,165.00,27.68,38.29,3.52,4.83,34.77,15.00,2.00,34.90,0.02,55.00,12.41,5.04
50,9,33.10,25.50,1.00,171.00,27.78,38.52,3.84,4.82,34.68,16.00,3.00,34.90,0.02,55.00,12.46,5.04
50,10,33.20,25.60,1.00,172.00,27.88,38.72,4.02,4.82,34.70,16.00,3.00,34.80,0.02,55.00,12.46,5.04
51,1,32.65,25.75,0.00,155.00,27.82,36.77,2.53,4.52,34.24,9.00,2.00,33.80,0.02,55.00,13.28,3.96
51,2,32.80,25.90,1.00,163.00,27.97,36.91,2.05,4.45,34.86,10.00,2.00,34.40,0.02,57.00,13.48,6.12
51,3,33.00,26.05,2.00,154.00,28.14,37.23,1.96,4.47,35.27,11.00,4.00,34.80,0.02,57.00,13.43,6.48
51,4,33.20,26.20,3.00,157.00,28.30,37.89,2.29,4.32,35.60,12.00,4.00,34.80,0.02,57.00,13.90,5.40
51,5,32.90,25.80,4.00,157.00,27.93,38.06,2.20,4.33,35.86,10.00,4.00,36.20,0.02,55.00,13.85,5.58
51,6,32.60,25.40,4.00,170.00,27.56,38.24,2.55,4.43,35.69,14.00,5.00,35.20,0.02,57.00,13.53,5.04
51,7,32.50,25.15,4.00,175.00,27.36,39.09,3.23,4.37,35.86,15.00,6.00,35.40,0.02,57.00,13.74,5.04
51,8,32.40,24.90,4.00,173.00,27.15,39.15,3.93,4.77,35.22,15.00,6.00,34.60,0.02,54.00,12.59,5.04
51,9,32.50,25.15,5.00,179.00,27.36,39.43,3.16,4.57,36.27,16.00,6.00,35.60,0.02,55.00,13.14,5.04
51,10,32.60,25.40,5.00,192.00,27.56,39.73,3.38,4.15,36.35,17.00,6.00,35.60,0.02,57.00,14.46,5.04
52,1,32.75,25.40,1.00,124.00,27.61,36.39,1.40,5.38,34.99,7.00,2.00,35.60,0.02,55.00,11.15,4.14
52,2,32.80,25.50,2.00,125.00,27.69,36.66,3.62,5.15,33.04,11.00,3.00,33.00,0.02,55.00,11.65,4.68
52,3,32.85,25.60,3.00,132.00,27.78,37.00,3.34,5.17,33.66,11.00,4.00,33.40,0.02,57.00,11.61,4.50
52,4,32.90,25.70,3.00,131.00,27.86,37.34,4.48,5.08,32.86,11.00,4.00,32.40,0.02,57.00,11.80,5.04
52,5,33.00,25.80,3.00,136.00,27.96,37.43,4.21,4.82,33.22,12.00,4.00,32.80,0.02,55.00,12.46,5.40
52,6,33.10,25.90,4.00,141.00,28.06,37.70,4.57,4.27,33.13,14.00,5.00,32.20,0.02,57.00,14.06,4.32
52,7,33.10,25.95,4.00,148.00,28.10,37.96,4.01,4.50,33.95,14.00,5.00,33.20,0.02,57.00,13.33,3.96
52,8,33.10,26.00,4.00,148.00,28.13,38.06,4.71,4.67,33.35,15.00,6.00,32.40,0.02,57.00,12.86,5.04
52,9,33.20,26.20,5.00,155.00,28.30,38.44,4.64,4.50,33.80,17.00,6.00,33.00,0.02,55.00,13.33,5.04
52,10,33.30,26.40,6.00,166.00,28.47,38.65,5.32,4.05,33.33,19.00,7.00,32.80,0.02,57.00,14.81,5.04
53,1,33.10,25.70,1.00,151.00,27.92,37.10,1.56,5.35,35.54,9.00,2.00,35.80,0.02,55.00,11.21,5.04
53,2,33.00,25.90,1.00,159.00,28.03,37.50,1.33,5.50,36.17,13.00,3.00,36.60,0.02,57.00,10.91,3.96
53,3,33.05,26.10,2.00,156.00,28.19,37.80,2.11,6.34,35.69,12.00,4.00,35.60,0.02,57.00,9.47,3.78
53,4,33.10,26.30,3.00,159.00,28.34,38.20,2.83,6.32,35.37,13.00,4.00,35.20,0.02,57.00,9.50,4.32
53,5,33.15,26.55,3.00,164.00,28.53,38.61,3.19,6.32,35.42,14.00,4.00,35.60,0.02,55.00,9.50,4.14
53,6,33.20,26.80,3.00,169.00,28.72,38.91,3.39,6.34,35.52,14.00,4.00,35.60,0.02,60.00,9.47,4.68
53,7,32.90,26.50,3.00,174.00,28.42,39.16,3.42,6.15,35.74,15.00,4.00,35.60,0.02,57.00,9.76,4.68
53,8,32.60,26.20,3.00,181.00,28.12,39.34,3.37,6.00,35.97,17.00,5.00,36.00,0.02,60.00,10.00,4.68
53,9,32.80,26.20,3.00,175.00,28.18,39.50,3.75,6.50,35.75,17.00,5.00,35.60,0.02,55.00,9.23,4.68
53,10,33.00,26.20,4.00,194.00,28.24,39.59,3.65,5.07,35.94,18.00,6.00,36.00,0.02,57.00,11.84,4.68
54,1,32.95,25.95,2.00,164.00,28.05,36.74,1.49,5.07,35.25,13.00,3.00,34.80,0.02,55.00,11.84,5.76
54,2,32.90,26.00,4.00,168.00,28.07,37.01,1.64,5.00,35.37,14.00,4.00,35.40,0.02,57.00,12.00,4.68
54,3,33.05,26.35,4.00,171.00,28.36,37.31,1.85,5.25,35.46,15.00,6.00,35.40,0.02,57.00,11.43,4.68
54,4,33.20,26.70,4.00,173.00,28.65,37.68,1.70,5.33,35.98,16.00,6.00,36.20,0.02,60.00,11.25,4.68
54,5,33.25,26.60,5.00,174.00,28.60,37.93,1.84,5.35,36.09,17.00,6.00,36.60,0.02,55.00,11.21,4.50
54,6,33.30,26.50,5.00,177.00,28.54,38.20,1.73,5.50,36.47,18.00,6.00,36.80,0.02,57.00,10.91,5.04
54,7,33.05,26.20,6.00,178.00,28.26,38.39,2.65,5.68,35.74,19.00,7.00,35.60,0.02,57.00,10.56,5.04
54,8,32.80,25.90,6.00,175.00,27.97,38.50,2.76,6.67,35.74,18.00,7.00,35.60,0.02,57.00,9.00,5.04
54,9,32.75,25.90,6.00,173.00,27.96,38.59,3.14,6.00,35.45,19.00,7.00,35.20,0.02,55.00,10.00,5.04
54,10,32.70,25.90,6.00,184.00,27.94,38.70,2.89,5.70,35.81,19.00,8.00,35.60,0.02,57.00,10.53,5.04
55,1,33.30,26.00,4.00,145.00,28.19,36.10,1.62,4.67,34.48,9.00,4.00,34.40,0.02,55.00,12.86,4.86
55,2,33.40,26.20,4.00,148.00,28.36,36.34,2.35,4.45,33.99,9.00,4.00,33.20,0.02,57.00,13.48,5.40
55,3,33.20,26.05,4.00,153.00,28.20,36.68,2.35,4.50,34.33,10.00,5.00,33.60,0.02,57.00,13.33,5.40
55,4,33.00,25.90,5.00,157.00,28.03,37.09,2.58,4.35,34.51,10.00,5.00,33.80,0.02,57.00,13.79,5.40
55,5,33.10,26.05,5.00,161.00,28.17,37.44,2.84,4.32,34.60,11.00,5.00,34.00,0.02,55.00,13.90,5.58
55,6,33.20,26.20,5.00,170.00,28.30,37.87,2.99,4.20,34.88,13.00,6.00,34.60,0.02,57.00,14.29,5.04
55,7,33.25,26.35,6.00,175.00,28.42,38.24,3.08,4.15,35.16,14.00,6.00,35.00,0.02,57.00,14.46,5.22
55,8,33.30,26.50,5.00,179.00,28.54,38.63,3.64,4.17,34.99,15.00,7.00,34.80,0.02,57.00,14.40,4.68
55,9,33.35,26.60,5.00,182.00,28.63,38.92,3.52,4.17,35.40,16.00,7.00,35.20,0.02,55.00,14.40,4.68
55,10,33.40,26.70,5.00,183.00,28.71,39.17,3.52,4.17,35.65,17.00,7.00,35.40,0.02,57.00,14.40,4.68
56,1,33.60,26.20,3.00,140.00,28.42,37.45,3.40,4.33,34.05,12.00,4.00,33.20,0.02,55.00,13.85,5.22
56,2,33.80,26.40,3.00,151.00,28.62,37.71,3.02,4.15,34.69,14.00,4.00,33.60,0.02,55.00,14.46,4.68
56,3,33.35,25.90,4.00,151.00,28.14,38.06,3.11,4.17,34.95,16.00,5.00,33.60,0.02,57.00,14.40,4.32
56,4,32.90,25.40,4.00,150.00,27.65,38.39,4.06,4.15,34.33,16.00,5.00,34.40,0.02,55.00,14.46,5.40
56,5,32.85,25.20,4.00,159.00,27.50,38.76,4.18,4.17,34.58,16.00,5.00,34.40,0.02,55.00,14.40,5.40
56,6,32.80,25.00,5.00,158.00,27.34,39.04,4.31,4.32,34.73,17.00,6.00,33.40,0.02,52.00,13.90,5.40
56,7,32.80,25.05,5.00,157.00,27.38,39.33,4.20,4.35,35.13,17.00,6.00,34.40,0.02,57.00,13.79,5.40
56,8,32.80,25.10,5.00,167.00,27.41,39.56,3.85,4.52,35.71,18.00,6.00,34.80,0.02,55.00,13.28,5.40
56,9,32.80,25.20,5.00,166.00,27.48,39.75,3.97,4.65,35.78,18.00,7.00,34.80,0.02,55.00,12.90,5.40
56,10,32.80,25.30,5.00,175.00,27.55,39.93,4.22,4.28,35.71,19.00,7.00,35.40,0.02,55.00,14.01,5.40
57,1,33.20,25.80,0.00,145.00,28.02,36.85,2.56,5.63,34.29,7.00,0.00,34.60,0.02,55.00,10.65,5.76
57,2,33.00,25.80,0.00,160.00,27.96,37.07,1.78,5.17,35.29,8.00,2.00,35.80,0.02,57.00,11.61,4.68
57,3,33.10,26.05,1.00,165.00,28.17,37.37,3.01,5.15,34.36,9.00,2.00,34.20,0.02,57.00,11.65,4.68
57,4,33.20,26.30,1.00,171.00,28.37,37.65,2.87,5.15,34.78,9.00,2.00,34.40,0.02,57.00,11.65,4.68
57,5,33.25,26.20,0.00,176.00,28.32,37.96,3.30,5.17,34.66,10.00,2.00,34.60,0.02,55.00,11.61,4.50
57,6,33.30,26.10,1.00,178.00,28.26,38.27,3.47,5.15,34.80,11.00,2.00,34.60,0.02,57.00,11.65,5.04
57,7,33.10,25.85,0.00,178.00,28.03,38.53,3.72,5.60,34.81,12.00,2.00,34.60,0.02,57.00,10.71,4.86
57,8,32.90,25.60,2.00,180.00,27.79,38.78,4.19,5.50,34.59,13.00,2.00,34.80,0.02,55.00,10.91,5.40
57,9,32.90,25.60,2.00,181.00,27.79,38.95,4.16,5.38,34.79,14.00,2.00,34.80,0.02,55.00,11.15,5.40
57,10,32.90,25.60,2.00,195.00,27.79,39.12,3.83,4.80,35.29,15.00,2.00,35.00,0.02,55.00,12.50,5.40
58,1,32.95,29.95,0.00,139.00,30.85,36.99,3.76,5.46,33.23,12.00,1.00,34.20,0.02,55.00,10.98,4.68
58,2,33.40,30.50,2.00,143.00,31.37,37.04,2.39,5.31,34.65,12.00,1.00,34.60,0.03,80.00,11.29,4.68
58,3,33.25,30.15,3.00,144.00,31.08,37.23,2.42,5.33,34.81,13.00,3.00,34.60,0.02,57.00,11.25,4.86
58,4,33.10,29.80,4.00,146.00,30.79,37.56,2.75,5.46,34.81,15.00,4.00,34.60,0.03,80.00,10.98,4.32
58,5,33.20,29.85,4.00,148.00,30.86,37.94,2.46,5.50,35.48,15.00,5.00,35.20,0.02,55.00,10.91,4.14
58,6,33.30,29.90,4.00,152.00,30.92,38.07,1.79,5.62,36.28,17.00,6.00,36.00,0.03,77.00,10.68,4.68
58,7,32.85,29.40,6.00,157.00,30.44,38.36,2.67,5.67,35.69,17.00,6.00,35.40,0.02,57.00,10.59,4.68
58,8,32.40,28.90,6.00,155.00,29.95,38.66,2.88,5.83,35.78,17.00,7.00,35.40,0.03,77.00,10.29,4.68
58,9,32.80,29.45,6.00,160.00,30.46,38.88,2.49,6.13,36.39,18.00,7.00,36.00,0.02,55.00,9.78,4.68
58,10,33.20,30.00,6.00,151.00,30.96,38.94,2.25,6.49,36.69,19.00,8.00,36.40,0.03,80.00,9.25,4.68
59,1,32.75,29.35,1.00,151.00,30.37,36.71,2.40,4.77,34.31,14.00,1.00,34.60,0.02,55.00,12.59,4.68
59,2,32.90,29.50,2.00,156.00,30.52,36.87,2.09,4.77,34.78,14.00,1.00,35.00,0.03,77.00,12.59,4.68
59,3,32.75,29.35,1.00,152.00,30.37,37.14,2.09,4.85,35.05,14.00,3.00,35.10,0.02,57.00,12.37,5.04
59,4,32.60,29.20,1.00,160.00,30.22,37.52,2.26,4.77,35.27,14.00,3.00,35.40,0.03,77.00,12.59,3.96
59,5,32.55,29.10,1.00,165.00,30.14,38.00,2.75,4.87,35.25,14.00,3.00,35.10,0.02,55.00,12.33,3.42
59,6,32.50,29.00,1.00,169.00,30.05,38.35,2.83,4.82,35.52,14.00,3.00,36.40,0.03,77.00,12.46,5.04
59,7,32.80,29.50,1.00,166.00,30.49,38.72,3.39,5.42,35.33,14.00,3.00,36.00,0.02,57.00,11.08,4.50
59,8,33.10,30.00,2.00,172.00,30.93,38.94,2.88,5.17,36.06,15.00,3.00,36.30,0.03,80.00,11.61,6.12
59,9,32.85,29.75,2.00,174.00,30.68,39.19,3.48,5.15,35.71,16.00,4.00,35.40,0.02,55.00,11.65,6.66
59,10,32.60,29.50,2.00,171.00,30.43,39.51,2.82,5.15,36.69,16.00,4.00,36.90,0.03,80.00,11.65,5.04
60,1,32.60,29.20,1.00,137.00,30.22,36.74,3.14,4.70,33.60,8.00,2.00,33.40,0.02,55.00,12.77,4.14
60,2,32.80,29.40,2.00,149.00,30.42,36.92,2.43,4.82,34.49,9.00,3.00,34.20,0.03,77.00,12.46,4.68
60,3,32.95,29.55,3.00,157.00,30.57,37.22,1.74,4.83,35.48,11.00,4.00,35.20,0.02,57.00,12.41,4.68
60,4,33.10,29.70,3.00,161.00,30.72,37.57,1.58,4.82,35.99,12.00,4.00,35.60,0.03,77.00,12.46,4.68
60,5,33.20,29.70,4.00,167.00,30.75,37.94,1.60,4.83,36.34,15.00,5.00,36.00,0.02,55.00,12.41,4.68
60,6,33.30,29.70,4.00,177.00,30.78,38.38,1.86,4.83,36.52,15.00,5.00,35.80,0.03,77.00,12.41,4.68
60,7,33.10,29.50,4.00,181.00,30.58,38.91,2.00,4.82,36.91,16.00,6.00,36.40,0.02,57.00,12.46,4.86
